"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00014739","BOSTON, MA US","2010-04-06",,"67","47"
"USW00014739","BOSTON, MA US","2010-04-07",,"90","45"
"USW00014739","BOSTON, MA US","2010-04-08",,"60","46"
"USW00014739","BOSTON, MA US","2010-04-09",,"58","43"
"USW00014739","BOSTON, MA US","2010-04-10",,"58","41"
"USW00014739","BOSTON, MA US","2010-04-11",,"70","48"
"USW00014739","BOSTON, MA US","2010-04-12",,"61","44"
"USW00014739","BOSTON, MA US","2010-04-13",,"50","43"
"USW00014739","BOSTON, MA US","2010-04-14",,"66","40"
"USW00014739","BOSTON, MA US","2010-04-15",,"60","43"
"USW00014739","BOSTON, MA US","2010-04-16",,"44","37"
"USW00014739","BOSTON, MA US","2010-04-17",,"43","39"
"USW00014739","BOSTON, MA US","2010-04-18",,"51","40"
"USW00014739","BOSTON, MA US","2010-04-19",,"61","40"
"USW00014739","BOSTON, MA US","2010-04-20",,"69","48"
"USW00014739","BOSTON, MA US","2010-04-21",,"69","47"
"USW00014739","BOSTON, MA US","2010-04-22",,"68","48"
"USW00014739","BOSTON, MA US","2010-04-23",,"61","49"
"USW00014739","BOSTON, MA US","2010-04-24",,"63","48"
"USW00014739","BOSTON, MA US","2010-04-25",,"62","50"
"USW00014739","BOSTON, MA US","2010-04-26",,"53","47"
"USW00014739","BOSTON, MA US","2010-04-27",,"50","39"
"USW00014739","BOSTON, MA US","2010-04-28",,"47","35"
"USW00014739","BOSTON, MA US","2010-04-29",,"62","44"
"USW00014739","BOSTON, MA US","2010-04-30",,"76","46"
"USW00014739","BOSTON, MA US","2010-05-01",,"71","56"
"USW00014739","BOSTON, MA US","2010-05-02",,"87","55"
"USW00014739","BOSTON, MA US","2010-05-03",,"83","67"
"USW00014739","BOSTON, MA US","2010-05-04",,"82","59"
"USW00014739","BOSTON, MA US","2010-05-05",,"78","57"
"USW00014739","BOSTON, MA US","2010-05-06",,"78","57"
"USW00014739","BOSTON, MA US","2010-05-07",,"73","52"
"USW00014739","BOSTON, MA US","2010-05-08",,"61","49"
"USW00014739","BOSTON, MA US","2010-05-09",,"55","42"
"USW00014739","BOSTON, MA US","2010-05-10",,"59","40"
"USW00014739","BOSTON, MA US","2010-05-11",,"54","40"
"USW00014739","BOSTON, MA US","2010-05-12",,"53","47"
"USW00014739","BOSTON, MA US","2010-05-13",,"68","45"
"USW00014739","BOSTON, MA US","2010-05-14",,"68","51"
"USW00014739","BOSTON, MA US","2010-05-15",,"71","56"
"USW00014739","BOSTON, MA US","2010-05-16",,"74","54"
"USW00014739","BOSTON, MA US","2010-05-17",,"73","53"
"USW00014739","BOSTON, MA US","2010-05-18",,"62","48"
"USW00014739","BOSTON, MA US","2010-05-19",,"57","48"
"USW00014739","BOSTON, MA US","2010-05-20",,"84","53"
"USW00014739","BOSTON, MA US","2010-05-21",,"69","54"
"USW00014739","BOSTON, MA US","2010-05-22",,"74","53"
"USW00014739","BOSTON, MA US","2010-05-23",,"64","54"
"USW00014739","BOSTON, MA US","2010-05-24",,"81","56"
"USW00014739","BOSTON, MA US","2010-05-25",,"85","63"
"USW00014739","BOSTON, MA US","2010-05-26",,"94","58"
"USW00014739","BOSTON, MA US","2010-05-27",,"70","56"
"USW00014739","BOSTON, MA US","2010-05-28",,"69","57"
"USW00014739","BOSTON, MA US","2010-05-29",,"79","57"
"USW00014739","BOSTON, MA US","2010-05-30",,"82","65"
"USW00014739","BOSTON, MA US","2010-05-31",,"74","60"
"USW00014739","BOSTON, MA US","2010-06-01",,"85","61"
"USW00014739","BOSTON, MA US","2010-06-02",,"73","60"
"USW00014739","BOSTON, MA US","2010-06-03",,"84","60"
"USW00014739","BOSTON, MA US","2010-06-04",,"76","59"
"USW00014739","BOSTON, MA US","2010-06-05",,"85","64"
"USW00014739","BOSTON, MA US","2010-06-06",,"82","58"
"USW00014739","BOSTON, MA US","2010-06-07",,"74","56"
"USW00014739","BOSTON, MA US","2010-06-08",,"72","57"
"USW00014739","BOSTON, MA US","2010-06-09",,"71","55"
"USW00014739","BOSTON, MA US","2010-06-10",,"59","53"
"USW00014739","BOSTON, MA US","2010-06-11",,"66","55"
"USW00014739","BOSTON, MA US","2010-06-12",,"70","59"
"USW00014739","BOSTON, MA US","2010-06-13",,"66","58"
"USW00014739","BOSTON, MA US","2010-06-14",,"72","58"
"USW00014739","BOSTON, MA US","2010-06-15",,"70","59"
"USW00014739","BOSTON, MA US","2010-06-16",,"78","58"
"USW00014739","BOSTON, MA US","2010-06-17",,"74","61"
"USW00014739","BOSTON, MA US","2010-06-18",,"88","63"
"USW00014739","BOSTON, MA US","2010-06-19",,"84","66"
"USW00014739","BOSTON, MA US","2010-06-20",,"90","67"
"USW00014739","BOSTON, MA US","2010-06-21",,"85","68"
"USW00014739","BOSTON, MA US","2010-06-22",,"76","66"
"USW00014739","BOSTON, MA US","2010-06-23",,"87","66"
"USW00014739","BOSTON, MA US","2010-06-24",,"94","68"
"USW00014739","BOSTON, MA US","2010-06-25",,"79","68"
"USW00014739","BOSTON, MA US","2010-06-26",,"86","68"
"USW00014739","BOSTON, MA US","2010-06-27",,"76","65"
"USW00014739","BOSTON, MA US","2010-06-28",,"94","65"
"USW00014739","BOSTON, MA US","2010-06-29",,"91","71"
"USW00014739","BOSTON, MA US","2010-06-30",,"78","63"
"USW00014739","BOSTON, MA US","2010-07-01",,"76","61"
"USW00014739","BOSTON, MA US","2010-07-02",,"76","60"
"USW00014739","BOSTON, MA US","2010-07-03",,"87","61"
"USW00014739","BOSTON, MA US","2010-07-04",,"95","73"
"USW00014739","BOSTON, MA US","2010-07-05",,"89","77"
"USW00014739","BOSTON, MA US","2010-07-06",,"100","75"
"USW00014739","BOSTON, MA US","2010-07-07",,"83","73"
"USW00014739","BOSTON, MA US","2010-07-08",,"88","71"
"USW00014739","BOSTON, MA US","2010-07-09",,"91","73"
"USW00014739","BOSTON, MA US","2010-07-10",,"88","70"
"USW00014739","BOSTON, MA US","2010-07-11",,"83","69"
"USW00014739","BOSTON, MA US","2010-07-12",,"88","69"
"USW00014739","BOSTON, MA US","2010-07-13",,"86","72"
"USW00014739","BOSTON, MA US","2010-07-14",,"79","67"
"USW00014739","BOSTON, MA US","2010-07-15",,"75","65"
"USW00014739","BOSTON, MA US","2010-07-16",,"91","66"
"USW00014739","BOSTON, MA US","2010-07-17",,"93","74"
"USW00014739","BOSTON, MA US","2010-07-18",,"91","76"
"USW00014739","BOSTON, MA US","2010-07-19",,"87","68"
"USW00014739","BOSTON, MA US","2010-07-20",,"80","69"
"USW00014739","BOSTON, MA US","2010-07-21",,"88","68"
"USW00014739","BOSTON, MA US","2010-07-22",,"86","68"
"USW00014739","BOSTON, MA US","2010-07-23",,"82","65"
"USW00014739","BOSTON, MA US","2010-07-24",,"80","67"
"USW00014739","BOSTON, MA US","2010-07-25",,"90","70"
"USW00014739","BOSTON, MA US","2010-07-26",,"85","67"
"USW00014739","BOSTON, MA US","2010-07-27",,"92","68"
"USW00014739","BOSTON, MA US","2010-07-28",,"91","70"
"USW00014739","BOSTON, MA US","2010-07-29",,"90","70"
"USW00014739","BOSTON, MA US","2010-07-30",,"77","65"
"USW00014739","BOSTON, MA US","2010-07-31",,"72","61"
"USW00014739","BOSTON, MA US","2010-08-01",,"77","61"
"USW00014739","BOSTON, MA US","2010-08-02",,"80","65"
"USW00014739","BOSTON, MA US","2010-08-03",,"87","68"
"USW00014739","BOSTON, MA US","2010-08-04",,"92","74"
"USW00014739","BOSTON, MA US","2010-08-05",,"90","75"
"USW00014739","BOSTON, MA US","2010-08-06",,"87","66"
"USW00014739","BOSTON, MA US","2010-08-07",,"81","62"
"USW00014739","BOSTON, MA US","2010-08-08",,"87","63"
"USW00014739","BOSTON, MA US","2010-08-09",,"93","72"
"USW00014739","BOSTON, MA US","2010-08-10",,"84","65"
"USW00014739","BOSTON, MA US","2010-08-11",,"76","65"
"USW00014739","BOSTON, MA US","2010-08-12",,"75","63"
"USW00014739","BOSTON, MA US","2010-08-13",,"73","63"
"USW00014739","BOSTON, MA US","2010-08-14",,"77","60"
"USW00014739","BOSTON, MA US","2010-08-15",,"82","61"
"USW00014739","BOSTON, MA US","2010-08-16",,"80","64"
"USW00014739","BOSTON, MA US","2010-08-17",,"92","73"
"USW00014739","BOSTON, MA US","2010-08-18",,"81","68"
"USW00014739","BOSTON, MA US","2010-08-19",,"82","65"
"USW00014739","BOSTON, MA US","2010-08-20",,"86","67"
"USW00014739","BOSTON, MA US","2010-08-21",,"73","62"
"USW00014739","BOSTON, MA US","2010-08-22",,"70","65"
"USW00014739","BOSTON, MA US","2010-08-23",,"65","62"
"USW00014739","BOSTON, MA US","2010-08-24",,"63","61"
"USW00014739","BOSTON, MA US","2010-08-25",,"65","61"
"USW00014739","BOSTON, MA US","2010-08-26",,"83","64"
"USW00014739","BOSTON, MA US","2010-08-27",,"79","61"
"USW00014739","BOSTON, MA US","2010-08-28",,"82","61"
"USW00014739","BOSTON, MA US","2010-08-29",,"94","66"
"USW00014739","BOSTON, MA US","2010-08-30",,"92","71"
"USW00014739","BOSTON, MA US","2010-08-31",,"96","75"
"USW00014739","BOSTON, MA US","2010-09-01",,"94","77"
"USW00014739","BOSTON, MA US","2010-09-02",,"95","73"
"USW00014739","BOSTON, MA US","2010-09-03",,"82","70"
"USW00014739","BOSTON, MA US","2010-09-04",,"83","66"
"USW00014739","BOSTON, MA US","2010-09-05",,"75","59"
"USW00014739","BOSTON, MA US","2010-09-06",,"77","58"
"USW00014739","BOSTON, MA US","2010-09-07",,"86","65"
"USW00014739","BOSTON, MA US","2010-09-08",,"84","64"
"USW00014739","BOSTON, MA US","2010-09-09",,"74","61"
"USW00014739","BOSTON, MA US","2010-09-10",,"70","61"
"USW00014739","BOSTON, MA US","2010-09-11",,"69","58"
"USW00014739","BOSTON, MA US","2010-09-12",,"65","56"
"USW00014739","BOSTON, MA US","2010-09-13",,"67","58"
"USW00014739","BOSTON, MA US","2010-09-14",,"75","56"
"USW00014739","BOSTON, MA US","2010-09-15",,"70","56"
"USW00014739","BOSTON, MA US","2010-09-16",,"71","53"
"USW00014739","BOSTON, MA US","2010-09-17",,"71","56"
"USW00014739","BOSTON, MA US","2010-09-18",,"65","55"
"USW00014739","BOSTON, MA US","2010-09-19",,"73","56"
"USW00014739","BOSTON, MA US","2010-09-20",,"72","56"
"USW00014739","BOSTON, MA US","2010-09-21",,"72","51"
"USW00014739","BOSTON, MA US","2010-09-22",,"87","62"
"USW00014739","BOSTON, MA US","2010-09-23",,"76","61"
"USW00014739","BOSTON, MA US","2010-09-24",,"84","60"
"USW00014739","BOSTON, MA US","2010-09-25",,"88","67"
"USW00014739","BOSTON, MA US","2010-09-26",,"69","58"
"USW00014739","BOSTON, MA US","2010-09-27",,"61","58"
"USW00014739","BOSTON, MA US","2010-09-28",,"78","60"
"USW00014739","BOSTON, MA US","2010-09-29",,"83","67"
"USW00014739","BOSTON, MA US","2010-09-30",,"81","64"
"USW00014739","BOSTON, MA US","2010-10-01",,"84","58"
"USW00014739","BOSTON, MA US","2010-10-02",,"67","51"
"USW00014739","BOSTON, MA US","2010-10-03",,"59","47"
"USW00014739","BOSTON, MA US","2010-10-04",,"59","52"
"USW00014739","BOSTON, MA US","2010-10-05",,"58","54"
"USW00014739","BOSTON, MA US","2010-10-06",,"59","52"
"USW00014739","BOSTON, MA US","2010-10-07",,"66","50"
"USW00014739","BOSTON, MA US","2010-10-08",,"73","52"
"USW00014739","BOSTON, MA US","2010-10-09",,"64","48"
"USW00014739","BOSTON, MA US","2010-10-10",,"66","46"
"USW00014739","BOSTON, MA US","2010-10-11",,"69","54"
"USW00014739","BOSTON, MA US","2010-10-12",,"62","49"
"USW00014739","BOSTON, MA US","2010-10-13",,"60","45"
"USW00014739","BOSTON, MA US","2010-10-14",,"60","46"
"USW00014739","BOSTON, MA US","2010-10-15",,"58","44"
"USW00014739","BOSTON, MA US","2010-10-16",,"58","44"
"USW00014739","BOSTON, MA US","2010-10-17",,"66","46"
"USW00014739","BOSTON, MA US","2010-10-18",,"60","48"
"USW00014739","BOSTON, MA US","2010-10-19",,"59","43"
"USW00014739","BOSTON, MA US","2010-10-20",,"62","45"
"USW00014739","BOSTON, MA US","2010-10-21",,"60","45"
"USW00014739","BOSTON, MA US","2010-10-22",,"51","41"
"USW00014739","BOSTON, MA US","2010-10-23",,"59","40"
"USW00014739","BOSTON, MA US","2010-10-24",,"52","43"
"USW00014739","BOSTON, MA US","2010-10-25",,"65","50"
"USW00014739","BOSTON, MA US","2010-10-26",,"73","61"
"USW00014739","BOSTON, MA US","2010-10-27",,"72","64"
"USW00014739","BOSTON, MA US","2010-10-28",,"78","56"
"USW00014739","BOSTON, MA US","2010-10-29",,"58","44"
"USW00014739","BOSTON, MA US","2010-10-30",,"57","40"
"USW00014739","BOSTON, MA US","2010-10-31",,"58","37"
"USW00014739","BOSTON, MA US","2010-11-01",,"51","35"
"USW00014739","BOSTON, MA US","2010-11-02",,"49","37"
"USW00014739","BOSTON, MA US","2010-11-03",,"51","32"
"USW00014739","BOSTON, MA US","2010-11-04",,"52","39"
"USW00014739","BOSTON, MA US","2010-11-05",,"62","47"
"USW00014739","BOSTON, MA US","2010-11-06",,"50","42"
"USW00014739","BOSTON, MA US","2010-11-07",,"45","37"
"USW00014739","BOSTON, MA US","2010-11-08",,"50","36"
"USW00014739","BOSTON, MA US","2010-11-09",,"53","46"
"USW00014739","BOSTON, MA US","2010-11-10",,"48","42"
"USW00014739","BOSTON, MA US","2010-11-11",,"50","39"
"USW00014739","BOSTON, MA US","2010-11-12",,"56","39"
"USW00014739","BOSTON, MA US","2010-11-13",,"61","41"
"USW00014739","BOSTON, MA US","2010-11-14",,"52","41"
"USW00014739","BOSTON, MA US","2010-11-15",,"52","47"
"USW00014739","BOSTON, MA US","2010-11-16",,"53","49"
"USW00014739","BOSTON, MA US","2010-11-17",,"64","49"
"USW00014739","BOSTON, MA US","2010-11-18",,"54","41"
"USW00014739","BOSTON, MA US","2010-11-19",,"45","35"
"USW00014739","BOSTON, MA US","2010-11-20",,"54","34"
"USW00014739","BOSTON, MA US","2010-11-21",,"39","32"
"USW00014739","BOSTON, MA US","2010-11-22",,"56","37"
"USW00014739","BOSTON, MA US","2010-11-23",,"62","51"
"USW00014739","BOSTON, MA US","2010-11-24",,"51","34"
"USW00014739","BOSTON, MA US","2010-11-25",,"41","31"
"USW00014739","BOSTON, MA US","2010-11-26",,"47","34"
"USW00014739","BOSTON, MA US","2010-11-27",,"43","32"
"USW00014739","BOSTON, MA US","2010-11-28",,"45","28"
"USW00014739","BOSTON, MA US","2010-11-29",,"46","35"
"USW00014739","BOSTON, MA US","2010-11-30",,"49","34"
"USW00014739","BOSTON, MA US","2010-12-01",,"56","46"
"USW00014739","BOSTON, MA US","2010-12-02",,"51","36"
"USW00014739","BOSTON, MA US","2010-12-03",,"41","34"
"USW00014739","BOSTON, MA US","2010-12-04",,"43","32"
"USW00014739","BOSTON, MA US","2010-12-05",,"36","29"
"USW00014739","BOSTON, MA US","2010-12-06",,"35","27"
"USW00014739","BOSTON, MA US","2010-12-07",,"37","28"
"USW00014739","BOSTON, MA US","2010-12-08",,"34","25"
"USW00014739","BOSTON, MA US","2010-12-09",,"29","19"
"USW00014739","BOSTON, MA US","2010-12-10",,"28","14"
"USW00014739","BOSTON, MA US","2010-12-11",,"45","28"
"USW00014739","BOSTON, MA US","2010-12-12",,"53","30"
"USW00014739","BOSTON, MA US","2010-12-13",,"57","37"
"USW00014739","BOSTON, MA US","2010-12-14",,"37","21"
"USW00014739","BOSTON, MA US","2010-12-15",,"23","18"
"USW00014739","BOSTON, MA US","2010-12-16",,"34","20"
"USW00014739","BOSTON, MA US","2010-12-17",,"36","21"
"USW00014739","BOSTON, MA US","2010-12-18",,"38","24"
"USW00014739","BOSTON, MA US","2010-12-19",,"37","25"
"USW00014739","BOSTON, MA US","2010-12-20",,"33","26"
"USW00014739","BOSTON, MA US","2010-12-21",,"41","27"
"USW00014739","BOSTON, MA US","2010-12-22",,"39","32"
"USW00014739","BOSTON, MA US","2010-12-23",,"40","31"
"USW00014739","BOSTON, MA US","2010-12-24",,"38","27"
"USW00014739","BOSTON, MA US","2010-12-25",,"31","23"
"USW00014739","BOSTON, MA US","2010-12-26",,"32","23"
"USW00014739","BOSTON, MA US","2010-12-27",,"30","19"
"USW00014739","BOSTON, MA US","2010-12-28",,"35","18"
"USW00014739","BOSTON, MA US","2010-12-29",,"38","29"
"USW00014739","BOSTON, MA US","2010-12-30",,"43","29"
"USW00014739","BOSTON, MA US","2010-12-31",,"50","28"
"USW00014739","BOSTON, MA US","2011-01-01",,"56","35"
"USW00014739","BOSTON, MA US","2011-01-02",,"51","38"
"USW00014739","BOSTON, MA US","2011-01-03",,"38","29"
"USW00014739","BOSTON, MA US","2011-01-04",,"39","25"
"USW00014739","BOSTON, MA US","2011-01-05",,"39","28"
"USW00014739","BOSTON, MA US","2011-01-06",,"32","22"
"USW00014739","BOSTON, MA US","2011-01-07",,"35","23"
"USW00014739","BOSTON, MA US","2011-01-08",,"33","27"
"USW00014739","BOSTON, MA US","2011-01-09",,"35","25"
"USW00014739","BOSTON, MA US","2011-01-10",,"35","23"
"USW00014739","BOSTON, MA US","2011-01-11",,"31","21"
"USW00014739","BOSTON, MA US","2011-01-12",,"35","28"
"USW00014739","BOSTON, MA US","2011-01-13",,"31","21"
"USW00014739","BOSTON, MA US","2011-01-14",,"25","18"
"USW00014739","BOSTON, MA US","2011-01-15",,"33","15"
"USW00014739","BOSTON, MA US","2011-01-16",,"35","21"
"USW00014739","BOSTON, MA US","2011-01-17",,"21","14"
"USW00014739","BOSTON, MA US","2011-01-18",,"40","18"
"USW00014739","BOSTON, MA US","2011-01-19",,"39","32"
"USW00014739","BOSTON, MA US","2011-01-20",,"32","26"
"USW00014739","BOSTON, MA US","2011-01-21",,"30","22"
"USW00014739","BOSTON, MA US","2011-01-22",,"26","17"
"USW00014739","BOSTON, MA US","2011-01-23",,"24","5"
"USW00014739","BOSTON, MA US","2011-01-24",,"13","-2"
"USW00014739","BOSTON, MA US","2011-01-25",,"32","12"
"USW00014739","BOSTON, MA US","2011-01-26",,"34","15"
"USW00014739","BOSTON, MA US","2011-01-27",,"35","24"
"USW00014739","BOSTON, MA US","2011-01-28",,"33","18"
"USW00014739","BOSTON, MA US","2011-01-29",,"37","26"
"USW00014739","BOSTON, MA US","2011-01-30",,"36","26"
"USW00014739","BOSTON, MA US","2011-01-31",,"26","16"
"USW00014739","BOSTON, MA US","2011-02-01",,"22","16"
"USW00014739","BOSTON, MA US","2011-02-02",,"36","20"
"USW00014739","BOSTON, MA US","2011-02-03",,"28","19"
"USW00014739","BOSTON, MA US","2011-02-04",,"33","16"
"USW00014739","BOSTON, MA US","2011-02-05",,"40","22"
"USW00014739","BOSTON, MA US","2011-02-06",,"42","35"
"USW00014739","BOSTON, MA US","2011-02-07",,"42","29"
"USW00014739","BOSTON, MA US","2011-02-08",,"39","17"
"USW00014739","BOSTON, MA US","2011-02-09",,"31","13"
"USW00014739","BOSTON, MA US","2011-02-10",,"28","19"
"USW00014739","BOSTON, MA US","2011-02-11",,"29","13"
"USW00014739","BOSTON, MA US","2011-02-12",,"39","21"
"USW00014739","BOSTON, MA US","2011-02-13",,"37","23"
"USW00014739","BOSTON, MA US","2011-02-14",,"52","35"
"USW00014739","BOSTON, MA US","2011-02-15",,"35","21"
"USW00014739","BOSTON, MA US","2011-02-16",,"41","19"
"USW00014739","BOSTON, MA US","2011-02-17",,"60","36"
"USW00014739","BOSTON, MA US","2011-02-18",,"60","37"
"USW00014739","BOSTON, MA US","2011-02-19",,"49","17"
"USW00014739","BOSTON, MA US","2011-02-20",,"36","17"
"USW00014739","BOSTON, MA US","2011-02-21",,"30","14"
"USW00014739","BOSTON, MA US","2011-02-22",,"38","13"
"USW00014739","BOSTON, MA US","2011-02-23",,"41","22"
"USW00014739","BOSTON, MA US","2011-02-24",,"44","24"
"USW00014739","BOSTON, MA US","2011-02-25",,"39","30"
"USW00014739","BOSTON, MA US","2011-02-26",,"37","28"
"USW00014739","BOSTON, MA US","2011-02-27",,"32","22"
"USW00014739","BOSTON, MA US","2011-02-28",,"46","25"
"USW00014739","BOSTON, MA US","2011-03-01",,"40","29"
"USW00014739","BOSTON, MA US","2011-03-02",,"48","23"
"USW00014739","BOSTON, MA US","2011-03-03",,"29","12"
"USW00014739","BOSTON, MA US","2011-03-04",,"38","19"
"USW00014739","BOSTON, MA US","2011-03-05",,"55","29"
"USW00014739","BOSTON, MA US","2011-03-06",,"61","46"
"USW00014739","BOSTON, MA US","2011-03-07",,"57","29"
"USW00014739","BOSTON, MA US","2011-03-08",,"39","25"
"USW00014739","BOSTON, MA US","2011-03-09",,"37","29"
"USW00014739","BOSTON, MA US","2011-03-10",,"40","36"
"USW00014739","BOSTON, MA US","2011-03-11",,"51","40"
"USW00014739","BOSTON, MA US","2011-03-12",,"52","37"
"USW00014739","BOSTON, MA US","2011-03-13",,"49","37"
"USW00014739","BOSTON, MA US","2011-03-14",,"42","32"
"USW00014739","BOSTON, MA US","2011-03-15",,"43","29"
"USW00014739","BOSTON, MA US","2011-03-16",,"44","34"
"USW00014739","BOSTON, MA US","2011-03-17",,"63","37"
"USW00014739","BOSTON, MA US","2011-03-18",,"70","46"
"USW00014739","BOSTON, MA US","2011-03-19",,"48","35"
"USW00014739","BOSTON, MA US","2011-03-20",,"40","30"
"USW00014739","BOSTON, MA US","2011-03-21",,"41","34"
"USW00014739","BOSTON, MA US","2011-03-22",,"44","35"
"USW00014739","BOSTON, MA US","2011-03-23",,"40","32"
"USW00014739","BOSTON, MA US","2011-03-24",,"39","31"
"USW00014739","BOSTON, MA US","2011-03-25",,"45","30"
